"testID","Instance_number","idNode","x","y","z","h","Cluster"
2,2734,5,4,7,13,38,8
2,2735,1,7,3,3,0,11
2,2736,9,0,3,25,34,12
2,2737,3,15,2,15,56,3
2,2738,11,11,11,27,30,13
2,2739,18,12,1,3,8,5
2,2740,1,6,2,15,49,6
2,2741,7,1,8,23,61,9
2,2742,9,2,13,10,32,14
2,2743,15,13,6,28,69,0
2,2744,15,5,3,3,0,11
2,2745,20,6,2,3,0,11
2,2746,22,14,0,13,56,3
2,2747,22,11,5,19,56,4
2,2748,19,2,4,16,34,8
2,2749,18,0,10,4,24,14
2,2750,3,0,9,21,61,9
2,2751,10,6,8,31,61,10
2,2752,12,2,5,16,34,8
2,2753,21,4,7,13,38,8
2,2754,19,0,1,22,34,12
2,2755,17,7,9,31,61,10
2,2756,21,9,2,28,49,6
2,2757,8,7,3,3,0,11
2,2758,5,11,7,29,69,0
2,2759,17,8,6,3,56,15
2,2760,5,2,13,10,32,14
2,2761,3,5,11,15,38,8
2,2762,22,3,15,11,32,14
2,2763,22,8,6,19,56,4
2,2764,8,8,6,5,56,15
2,2765,3,9,2,28,49,6
2,2766,22,7,9,31,61,10
2,2767,17,6,3,15,49,6
2,2768,4,4,3,2,0,11
2,2769,18,5,8,14,38,8
2,2770,1,5,8,14,38,8
2,2771,21,7,2,2,0,11
2,2772,11,8,4,19,56,4
2,2773,7,0,8,22,61,9
2,2774,9,2,19,30,44,16
2,2775,11,8,7,19,56,4
2,2776,0,11,9,27,30,13
2,2777,21,15,5,29,69,0
2,2778,22,1,9,21,61,9
2,2779,20,4,8,15,38,8
2,2780,2,0,0,25,34,12
2,2781,17,4,5,3,49,15
2,2782,8,3,8,20,61,9
2,2783,22,4,19,20,61,1
2,2784,22,0,8,22,61,9
2,2785,14,6,1,2,0,11
2,2786,4,3,8,20,61,9
2,2787,21,2,10,4,24,14
2,2788,10,2,17,18,24,14
2,2789,15,1,8,21,61,9
2,2790,11,10,6,31,69,0
2,2791,21,9,0,16,56,4
2,2792,21,13,2,20,61,2
2,2793,12,3,17,30,44,16
2,2794,3,14,2,13,56,3
2,2795,19,13,3,20,61,2
2,2796,15,11,6,29,69,0
2,2797,20,3,17,31,44,16
2,2798,14,14,9,4,49,7
2,2799,10,5,8,14,38,8
2,2800,11,3,13,5,24,14
2,2801,18,10,6,28,69,0
2,2802,18,5,21,21,61,1
2,2803,19,11,5,19,56,4
2,2804,15,1,1,24,34,12
2,2805,6,14,8,19,49,6
2,2806,8,13,2,20,61,2
2,2807,18,3,16,18,24,14
2,2808,7,3,15,11,32,14
2,2809,22,8,7,3,56,15
2,2810,16,2,12,5,24,14
2,2811,12,11,9,27,30,13
2,2812,2,4,11,12,38,8
2,2813,2,4,13,28,61,10
2,2814,1,5,9,3,30,15
2,2815,22,13,9,12,34,7
2,2816,14,5,19,21,61,1
2,2817,0,5,21,21,61,1
2,2818,7,15,10,4,49,7
2,2819,17,12,2,20,61,2
2,2820,10,4,9,14,38,8
2,2821,9,10,7,31,69,0
2,2822,0,10,5,19,56,4
2,2823,9,2,16,31,44,16
2,2824,2,3,18,28,44,16
2,2825,13,4,8,15,38,8
2,2826,8,4,3,2,0,11
2,2827,1,0,9,21,61,9
2,2828,19,1,3,24,34,12
2,2829,1,4,10,12,38,8
2,2830,12,6,3,3,0,11
2,2831,12,13,8,20,49,6
2,2832,18,5,9,3,30,15
2,2833,9,13,1,21,61,2
2,2834,0,5,9,3,30,15
2,2835,2,8,6,3,56,15
2,2836,21,1,17,17,24,14
2,2837,9,11,7,29,69,0
2,2838,20,1,18,28,44,16
2,2839,9,7,7,13,38,8
2,2840,11,6,10,30,61,10
2,2841,15,0,1,25,34,12
2,2842,6,10,6,31,69,0
2,2843,10,3,14,8,32,14
2,2844,13,2,10,4,24,14
2,2845,7,3,9,21,61,9
2,2846,4,0,9,21,61,9
2,2847,7,7,2,3,0,11
2,2848,12,5,8,14,38,8
2,2849,2,2,19,31,44,16
2,2850,4,0,3,24,34,12
2,2851,2,11,6,10,49,4
2,2852,18,8,7,18,56,4
2,2853,20,4,10,12,38,8
2,2854,2,4,9,15,38,8
2,2855,16,3,17,31,44,16
2,2856,8,3,8,20,61,9
2,2857,13,3,18,31,44,16
2,2858,10,3,14,8,32,14
2,2859,7,15,3,12,56,3
2,2860,4,13,9,23,49,6
2,2861,22,1,9,21,61,9
2,2862,22,13,2,20,61,2
2,2863,7,1,18,28,44,16
2,2864,19,14,0,20,61,2
2,2865,17,6,7,12,38,8
2,2866,18,5,21,21,61,1
2,2867,3,5,21,21,61,1
2,2868,22,6,5,26,49,6
2,2869,22,11,7,29,69,0
2,2870,17,14,0,21,61,2
2,2871,14,8,15,18,56,13
2,2872,21,3,13,5,24,14
2,2873,21,11,8,27,30,13
2,2874,12,15,1,15,56,3
2,2875,12,7,8,31,61,10
2,2876,5,5,11,14,38,8
2,2877,7,8,6,19,56,4
2,2878,20,10,15,22,49,6
2,2879,10,5,20,20,61,1
2,2880,21,4,20,21,61,1
2,2881,5,13,9,12,34,7
2,2882,15,0,3,24,34,12
2,2883,16,5,5,3,49,15
2,2884,15,0,8,23,61,9
2,2885,13,8,7,18,56,4
2,2886,7,5,9,3,30,15
2,2887,3,11,7,11,49,4
2,2888,9,5,11,14,38,8
2,2889,6,1,8,22,61,9
2,2890,22,0,13,17,24,14
2,2891,8,4,1,0,0,11
2,2892,5,15,10,4,49,7
2,2893,10,4,18,23,61,1
2,2894,5,2,8,21,61,9
2,2895,21,3,12,4,24,14
2,2896,7,6,10,12,38,8
2,2897,12,6,2,3,0,11
2,2898,21,10,6,10,49,4
2,2899,15,6,2,14,49,6
2,2900,5,11,11,27,30,13
2,2901,3,13,6,28,69,0
2,2902,16,13,7,29,69,0
2,2903,4,1,0,25,34,12
2,2904,19,5,18,21,61,1
2,2905,9,6,11,31,61,10
2,2906,19,7,2,3,0,11
2,2907,21,1,11,11,32,14
2,2908,6,4,3,14,49,6
2,2909,0,2,13,10,32,14
2,2910,11,5,14,8,38,8
2,2911,12,10,2,28,49,6
2,2912,19,8,7,19,56,4
2,2913,21,3,12,4,24,14
2,2914,19,6,3,3,0,11
2,2915,15,5,8,15,38,8
2,2916,3,13,13,27,49,6
2,2917,8,6,7,18,34,8
2,2918,14,4,5,3,49,15
2,2919,21,14,2,13,56,3
2,2920,3,11,7,30,69,0
2,2921,12,13,1,20,61,2
2,2922,16,0,13,17,24,14
2,2923,18,0,8,22,61,9
2,2924,14,4,2,3,0,11
2,2925,7,0,16,19,24,14
2,2926,4,6,3,14,49,6
2,2927,2,14,2,12,56,3
2,2928,15,5,19,20,61,1
2,2929,15,14,0,21,61,2
2,2930,20,15,9,7,49,7
2,2931,12,10,4,11,49,4
2,2932,10,10,6,31,69,0
2,2933,6,0,15,28,49,16
2,2934,19,4,8,15,38,8
2,2935,2,11,6,29,69,0
2,2936,4,4,5,3,49,15
2,2937,2,4,2,15,49,6
2,2938,22,8,6,1,56,15
2,2939,9,15,9,6,49,7
2,2940,7,0,15,28,49,16
2,2941,9,6,1,29,49,6
2,2942,8,0,3,24,34,12
2,2943,12,5,11,15,38,8
2,2944,17,15,9,6,49,7
2,2945,2,0,19,28,44,16
2,2946,10,9,3,31,49,6
2,2947,3,2,9,0,49,15
2,2948,1,14,8,19,49,6
2,2949,2,6,2,3,0,11
2,2950,14,8,7,18,56,4
2,2951,3,7,10,31,61,10
2,2952,6,2,14,10,32,14
2,2953,8,6,3,0,0,11
2,2954,0,3,17,31,44,16
2,2955,1,4,6,12,38,8
2,2956,5,7,9,2,30,15
2,2957,7,11,6,10,49,4
2,2958,13,13,8,20,49,6
2,2959,2,1,1,24,34,12
2,2960,15,4,5,3,49,15
2,2961,9,10,6,11,49,4
2,2962,9,11,1,13,56,4
2,2963,13,7,10,30,61,10
2,2964,10,5,8,14,38,8
2,2965,18,11,1,13,56,4
2,2966,15,14,14,30,49,6
2,2967,3,3,4,16,34,8
2,2968,8,4,3,2,0,11
2,2969,16,8,7,10,49,4
2,2970,5,14,0,13,56,3
2,2971,7,5,10,13,38,8
2,2972,1,13,3,20,61,2
2,2973,8,11,7,29,69,0
2,2974,10,1,16,16,24,14
2,2975,6,11,11,27,30,13
2,2976,1,2,12,5,24,14
2,2977,21,2,12,31,49,6
2,2978,12,10,6,31,69,0
2,2979,8,7,7,5,49,15
2,2980,10,11,7,11,49,4
2,2981,18,4,10,12,38,8
2,2982,1,6,8,2,30,15
2,2983,15,5,19,23,61,1
2,2984,16,0,15,28,49,16
2,2985,6,0,1,22,34,12
2,2986,15,5,21,21,61,1
2,2987,0,11,4,18,56,4
2,2988,12,8,7,19,56,4
2,2989,6,4,10,12,38,8
2,2990,12,3,17,31,44,16
2,2991,3,14,8,23,49,6
2,2992,9,2,17,18,24,14
2,2993,5,3,7,18,34,8
2,2994,22,11,7,31,69,0
2,2995,10,8,4,13,49,6
2,2996,19,5,11,14,38,8
2,2997,17,7,2,2,0,11
2,2998,20,3,18,28,44,16
2,2999,7,14,0,21,61,2
2,3000,18,7,9,2,30,15
2,3001,2,11,12,18,56,13
2,3002,11,14,0,21,61,2
2,3003,4,2,12,5,24,14
2,3004,21,0,15,27,49,6
2,3005,11,1,3,24,34,12
2,3006,6,10,6,11,49,4
2,3007,6,13,1,20,61,2
2,3008,1,4,5,3,49,15
2,3009,5,0,9,21,61,9
2,3010,22,5,5,25,49,6
2,3011,16,10,6,31,69,0
2,3012,10,14,14,28,49,6
2,3013,0,5,6,10,38,8
2,3014,3,8,6,0,56,15
2,3015,17,3,14,8,32,14
2,3016,20,1,1,21,34,12
2,3017,16,2,4,16,34,8
2,3018,15,5,8,14,38,8
2,3019,12,15,9,6,49,7
2,3020,9,2,10,4,24,14
2,3021,15,5,5,3,49,15
2,3022,9,4,3,2,0,11
2,3023,17,13,1,21,61,2
2,3024,14,3,18,30,44,16
2,3025,18,9,1,31,49,6
2,3026,5,11,4,18,56,4
2,3027,4,11,4,11,49,4
2,3028,4,14,10,4,49,7
2,3029,20,0,8,20,61,9
2,3030,9,3,18,30,44,16
2,3031,15,4,2,3,0,11
2,3032,5,15,1,15,56,3
2,3033,11,9,0,16,56,4
2,3034,16,4,3,2,0,11
2,3035,22,6,7,12,38,8
2,3036,18,2,12,5,24,14
2,3037,6,0,8,20,61,9
2,3038,3,14,0,20,61,2
2,3039,19,12,8,10,34,7
2,3040,11,6,2,14,49,6
2,3041,14,5,4,13,38,8
2,3042,9,11,5,19,56,4
2,3043,19,15,10,4,49,7
2,3044,19,8,5,4,56,15
2,3045,9,15,1,15,56,3
2,3046,10,13,1,21,61,2
2,3047,10,3,7,19,34,8
2,3048,22,13,0,21,61,2
2,3049,5,13,1,21,61,2
2,3050,15,14,1,0,8,5
2,3051,20,4,3,14,49,6
2,3052,14,11,5,19,56,4
2,3053,11,9,7,19,56,4
2,3054,3,4,6,12,38,8
2,3055,16,2,9,0,49,15
2,3056,16,6,5,26,49,6
2,3057,2,8,4,19,56,4
2,3058,11,3,16,18,24,14
2,3059,19,2,13,10,32,14
2,3060,2,8,4,18,56,4
2,3061,3,2,17,18,24,14
2,3062,11,11,5,19,56,4
2,3063,9,15,13,31,49,6
2,3064,4,7,2,2,0,11
2,3065,9,5,19,20,61,1
2,3066,0,6,2,15,49,6
2,3067,5,0,15,27,49,6
2,3068,19,3,18,30,44,16
2,3069,10,5,4,13,38,8
2,3070,1,2,16,18,24,14
2,3071,4,10,7,31,69,0
2,3072,21,11,6,10,49,4
2,3073,3,7,6,12,38,8
2,3074,13,8,15,18,56,13
2,3075,22,14,9,4,49,7
2,3076,1,5,10,14,38,8
2,3077,22,5,3,15,49,6
2,3078,6,13,8,8,34,7
2,3079,1,7,8,30,61,10
2,3080,15,4,10,12,38,8
2,3081,12,10,7,31,69,0
2,3082,1,3,17,31,44,16
2,3083,11,4,11,12,38,8
2,3084,15,10,2,28,49,6
2,3085,21,8,6,5,56,15
2,3086,12,5,21,21,61,1
2,3087,19,2,4,16,34,8
2,3088,18,12,2,20,61,2
2,3089,21,5,4,13,38,8
2,3090,19,6,2,15,49,6
2,3091,21,7,6,12,38,8
2,3092,20,11,7,29,69,0
2,3093,13,3,16,16,24,14
2,3094,17,0,16,19,24,14
2,3095,21,15,13,31,49,6
2,3096,16,11,4,11,49,4
2,3097,16,15,1,15,56,3
2,3098,7,11,4,18,56,4
2,3099,7,3,13,11,32,14
2,3100,4,10,5,19,56,4
2,3101,4,13,8,22,49,6
2,3102,0,5,11,14,38,8
2,3103,7,14,14,30,49,6
2,3104,15,7,2,2,0,11
2,3105,1,5,19,23,61,1
2,3106,13,4,2,3,0,11
2,3107,13,7,9,30,61,10
2,3108,19,10,2,28,49,6
2,3109,17,7,2,2,0,11
2,3110,7,14,0,13,56,3
2,3111,16,8,6,1,56,15
2,3112,8,0,15,28,49,16
2,3113,5,12,9,0,49,7
2,3114,8,2,10,4,24,14
2,3115,17,11,11,27,30,13
2,3116,13,5,10,13,38,8
2,3117,4,0,9,21,61,9
2,3118,6,7,3,3,0,11
2,3119,18,12,9,8,34,7
2,3120,2,4,21,21,61,1
2,3121,19,2,8,21,61,9
2,3122,19,7,10,31,61,10
2,3123,20,12,1,3,8,5
2,3124,6,5,4,3,49,15
2,3125,6,4,18,23,61,1
2,3126,4,6,6,13,38,8
2,3127,5,6,9,13,38,8
2,3128,16,6,8,2,30,15
2,3129,7,9,7,19,56,4
2,3130,6,4,13,28,61,10
2,3131,10,7,10,30,61,10
2,3132,12,6,8,31,61,10
2,3133,14,3,15,11,32,14
2,3134,2,1,17,17,24,14
2,3135,1,6,3,14,49,6
2,3136,11,10,7,30,69,0
2,3137,20,8,7,18,56,4
2,3138,18,9,0,16,56,4
2,3139,13,3,13,11,32,14
2,3140,7,6,2,14,49,6
2,3141,20,6,1,2,0,11
2,3142,13,10,6,30,69,0
2,3143,16,4,21,21,61,1
2,3144,19,11,6,29,69,0
2,3145,10,1,8,22,61,9
2,3146,13,3,17,30,44,16
2,3147,9,2,16,16,24,14
2,3148,12,3,8,20,61,9
2,3149,2,4,6,12,38,8
2,3150,14,13,1,21,61,2
2,3151,8,4,3,2,0,11
2,3152,21,11,4,18,56,4
2,3153,4,0,15,27,49,6
2,3154,14,1,8,21,61,9
2,3155,6,6,7,27,49,6
2,3156,5,10,6,28,69,0
2,3157,20,11,4,19,56,4
2,3158,13,3,12,4,24,14
2,3159,15,5,6,10,38,8
2,3160,10,2,18,31,44,16
2,3161,9,3,17,31,44,16
2,3162,4,5,20,21,61,1
2,3163,4,6,3,15,49,6
2,3164,17,0,1,22,34,12
2,3165,5,11,7,31,69,0
2,3166,6,1,3,24,34,12
2,3167,5,0,1,22,34,12
2,3168,21,10,6,28,69,0
2,3169,7,2,5,16,34,8
2,3170,5,5,21,21,61,1
2,3171,15,14,3,12,56,3
2,3172,9,11,9,27,30,13
2,3173,16,6,10,29,61,10
2,3174,8,9,2,29,49,6
2,3175,7,5,9,3,30,15
2,3176,11,6,6,13,38,8
2,3177,17,10,4,10,49,4
2,3178,13,4,8,15,38,8
2,3179,20,12,2,20,61,2
2,3180,17,0,15,28,49,16
2,3181,6,2,5,16,34,8
2,3182,8,0,19,28,44,16
2,3183,5,7,2,2,0,11
2,3184,11,3,4,16,34,8
2,3185,17,7,6,2,49,15
2,3186,16,7,10,30,61,10
2,3187,18,5,19,20,61,1
2,3188,22,13,8,20,49,6
2,3189,5,10,7,31,69,0
2,3190,15,2,6,17,34,8
2,3191,4,6,2,3,0,11
2,3192,8,5,10,14,38,8
2,3193,2,11,5,19,56,4
2,3194,16,7,6,12,38,8
2,3195,4,10,6,31,69,0
2,3196,15,2,14,11,32,14
2,3197,12,10,6,31,69,0
2,3198,9,3,14,9,32,14
2,3199,14,3,17,31,44,16
2,3200,20,4,2,15,49,6
2,3201,2,3,17,31,44,16
2,3202,14,6,11,31,61,10
2,3203,5,2,8,21,61,9
2,3204,14,13,1,21,61,2
2,3205,1,15,2,15,56,3
2,3206,19,7,7,5,49,15
2,3207,14,2,17,18,24,14
2,3208,8,11,7,11,49,4
2,3209,13,10,5,19,56,4
2,3210,5,0,16,19,24,14
2,3211,11,0,1,22,34,12
2,3212,15,6,8,30,61,10
2,3213,22,0,1,23,34,12
2,3214,19,8,6,18,56,4
2,3215,12,14,0,21,61,2
2,3216,18,0,3,25,34,12
2,3217,11,2,5,16,34,8
2,3218,6,4,7,13,38,8
2,3219,6,5,8,14,38,8
2,3220,14,2,6,17,34,8
2,3221,0,1,1,21,34,12
2,3222,19,15,2,2,8,5
2,3223,4,15,14,28,49,6
2,3224,22,0,14,29,49,6
2,3225,13,13,9,22,49,6
2,3226,17,14,0,21,61,2
2,3227,8,4,8,15,38,8
2,3228,0,13,6,28,69,0
2,3229,9,13,3,20,61,2
2,3230,6,8,2,28,49,6
2,3231,5,2,17,17,24,14
2,3232,4,4,2,3,0,11
2,3233,13,0,14,29,49,6
2,3234,20,9,7,19,56,4
2,3235,18,0,15,28,49,16
2,3236,3,11,5,19,56,4
2,3237,4,5,18,21,61,1
2,3238,18,0,1,25,34,12
2,3239,20,3,14,8,32,14
2,3240,17,13,9,23,49,6
2,3241,0,12,6,28,69,0
2,3242,13,7,6,12,38,8
2,3243,4,5,21,21,61,1
2,3244,8,8,5,4,56,15
2,3245,0,7,6,12,38,8
2,3246,18,8,6,0,56,15
2,3247,9,15,1,21,61,2
2,3248,1,7,10,30,61,10
2,3249,13,3,18,28,44,16
2,3250,12,13,8,12,34,7
2,3251,2,14,2,20,61,2
2,3252,7,13,0,21,61,2
2,3253,21,10,2,28,49,6
2,3254,16,5,20,21,61,1
2,3255,1,7,9,30,61,10
2,3256,18,7,10,30,61,10
2,3257,19,7,3,3,0,11
2,3258,20,4,21,21,61,1
2,3259,3,0,3,24,34,12
2,3260,14,10,6,11,49,4
2,3261,22,1,18,28,44,16
2,3262,22,15,2,2,8,5
2,3263,9,8,2,31,49,6
2,3264,3,15,3,12,56,3
2,3265,3,8,5,4,56,15
2,3266,11,7,6,12,38,8
2,3267,11,4,10,12,38,8
2,3268,8,1,0,25,34,12
2,3269,3,5,10,1,30,15
2,3270,16,14,14,30,49,6
2,3271,5,2,12,5,24,14
2,3272,0,10,11,26,30,13
2,3273,15,15,1,15,56,3
2,3274,16,4,2,15,49,6
2,3275,8,11,10,26,30,13
2,3276,3,12,8,10,34,7
2,3277,1,3,13,5,24,14
2,3278,1,5,20,21,61,1
2,3279,3,0,1,22,34,12
2,3280,17,2,19,31,44,16
2,3281,21,8,4,18,56,4
2,3282,4,10,4,10,49,4
2,3283,6,7,6,12,38,8
2,3284,2,6,10,29,61,10
2,3285,2,12,9,22,49,6
2,3286,6,4,18,23,61,1
2,3287,5,4,18,23,61,1
2,3288,9,5,2,3,0,11
2,3289,4,6,8,31,61,10
2,3290,22,2,18,30,44,16
2,3291,17,3,19,30,44,16
2,3292,22,3,13,5,24,14
2,3293,22,14,14,29,49,6
2,3294,12,9,0,16,56,4
2,3295,8,13,8,12,34,7
2,3296,12,3,18,30,44,16
2,3297,6,3,13,5,24,14
2,3298,4,5,11,21,61,9
2,3299,18,5,10,13,38,8
2,3300,0,5,10,13,38,8
2,3301,6,13,1,21,61,2
2,3302,16,13,2,20,61,2
2,3303,6,4,3,2,0,11
2,3304,6,8,6,0,56,15
2,3305,0,15,5,29,69,0
2,3306,13,4,18,20,61,1
2,3307,0,13,8,8,34,7
2,3308,6,15,2,15,56,3
2,3309,1,8,11,25,30,13
2,3310,10,2,19,29,44,16
2,3311,0,6,3,3,0,11
2,3312,12,9,7,19,56,4
2,3313,15,15,2,2,8,5
2,3314,0,12,9,22,49,6
2,3315,3,12,9,22,49,6
2,3316,17,9,1,31,49,6
2,3317,16,1,17,17,24,14
2,3318,5,10,6,31,69,0
2,3319,11,4,18,23,61,1
2,3320,14,8,4,19,56,4
2,3321,16,14,2,12,56,3
2,3322,9,4,1,12,49,6
2,3323,9,10,7,31,69,0
2,3324,18,14,8,7,49,7
2,3325,20,2,16,19,24,14
2,3326,11,10,4,11,49,4
2,3327,1,6,8,31,61,10
2,3328,12,14,8,19,49,6
2,3329,16,13,8,20,49,6
2,3330,14,4,11,12,38,8
2,3331,14,12,1,20,61,2
2,3332,17,4,6,12,38,8
2,3333,10,5,8,14,38,8
2,3334,12,2,5,16,34,8
2,3335,7,13,1,21,61,2
2,3336,20,8,15,18,56,13
2,3337,3,2,14,11,32,14
2,3338,9,12,0,20,61,2
2,3339,9,15,3,12,56,3
2,3340,11,6,10,12,38,8
2,3341,11,3,19,30,44,16
2,3342,9,0,1,22,34,12
2,3343,22,10,6,31,69,0
2,3344,12,3,14,8,32,14
2,3345,7,3,13,5,24,14
2,3346,5,6,7,27,49,6
2,3347,2,3,18,28,44,16
2,3348,8,6,10,30,61,10
2,3349,22,3,14,9,32,14
2,3350,4,8,2,28,49,6
2,3351,14,5,18,21,61,1
2,3352,8,4,8,15,38,8
2,3353,2,6,8,30,61,10
2,3354,8,5,8,14,38,8
2,3355,5,11,4,18,56,4
2,3356,11,2,4,16,34,8
2,3357,12,3,14,9,32,14
2,3358,4,0,10,4,24,14
2,3359,16,3,18,30,44,16
2,3360,8,12,7,4,56,15
2,3361,13,13,6,28,69,0
2,3362,16,1,17,17,24,14
2,3363,5,13,13,27,49,6
2,3364,0,11,8,27,30,13
2,3365,1,11,4,19,56,4
2,3366,0,10,7,31,69,0
2,3367,3,3,15,8,32,14
2,3368,22,7,2,2,0,11
2,3369,0,3,8,20,61,9
2,3370,7,6,2,15,49,6
2,3371,9,6,3,0,0,11
2,3372,19,6,2,15,49,6
2,3373,8,3,17,30,44,16
2,3374,4,7,2,15,49,6
2,3375,13,4,11,12,38,8
2,3376,18,5,4,13,38,8
2,3377,10,10,7,30,69,0
2,3378,16,15,5,29,69,0
2,3379,14,12,9,22,49,6
2,3380,14,10,7,30,69,0
2,3381,19,4,20,21,61,1
2,3382,9,12,9,22,49,6
2,3383,10,6,1,2,0,11
2,3384,10,1,0,25,34,12
2,3385,14,5,10,14,38,8
2,3386,7,13,13,27,49,6
2,3387,10,13,13,27,49,6
2,3388,1,12,1,3,8,5
2,3389,7,7,9,30,61,10
2,3390,8,3,13,5,24,14
2,3391,9,14,0,21,61,2
2,3392,0,3,16,18,24,14
2,3393,1,2,12,5,24,14
2,3394,19,13,1,21,61,2
2,3395,21,5,21,21,61,1
2,3396,17,14,9,4,49,7
2,3397,19,0,8,22,61,9
2,3398,20,9,1,31,49,6
2,3399,3,14,2,15,56,3
2,3400,1,6,2,3,0,11
2,3401,15,14,0,20,61,2
2,3402,2,13,1,20,61,2
2,3403,17,7,8,31,61,10
2,3404,7,10,8,26,30,13
2,3405,18,8,6,19,56,4
2,3406,0,6,9,2,30,15
2,3407,8,10,4,10,49,4
2,3408,12,2,14,11,32,14
2,3409,16,2,16,19,24,14
2,3410,16,4,18,23,61,1
2,3411,11,3,8,20,61,9
2,3412,17,14,2,13,56,3
2,3413,8,5,19,23,61,1
2,3414,10,5,19,23,61,1
2,3415,5,3,13,5,24,14
2,3416,3,8,11,25,30,13
2,3417,21,6,8,31,61,10
2,3418,0,12,9,0,49,7
2,3419,15,6,11,31,61,10
2,3420,5,3,18,30,44,16
2,3421,9,7,6,12,38,8
2,3422,7,1,1,21,34,12
2,3423,6,13,6,28,69,0
2,3424,21,3,8,20,61,9
2,3425,22,2,11,5,24,14
2,3426,19,4,18,23,61,1
2,3427,5,15,3,12,56,3
2,3428,12,15,2,2,8,5
2,3429,16,11,7,29,69,0
2,3430,1,8,5,4,56,15
2,3431,14,4,9,14,38,8
2,3432,10,8,6,0,56,15
2,3433,22,11,7,11,49,4
2,3434,2,3,18,28,44,16
2,3435,17,8,6,1,56,15
2,3436,15,0,15,28,49,16
2,3437,10,2,6,17,34,8
2,3438,22,13,1,21,61,2
2,3439,8,3,18,28,44,16
2,3440,15,0,8,20,61,9
2,3441,21,4,7,13,38,8
2,3442,22,0,9,21,61,9
2,3443,20,3,18,31,44,16
2,3444,3,3,9,21,61,9
2,3445,11,6,3,3,0,11
2,3446,4,13,6,28,69,0
2,3447,4,13,8,20,49,6
2,3448,12,5,8,14,38,8
2,3449,5,12,1,1,8,5
2,3450,3,12,1,1,8,5
2,3451,18,2,17,18,24,14
2,3452,19,5,20,20,61,1
2,3453,19,9,6,3,56,15
2,3454,16,0,3,24,34,12
2,3455,5,2,4,16,34,8
2,3456,7,5,14,8,38,8
2,3457,9,4,3,2,0,11
2,3458,20,4,9,15,38,8
2,3459,10,6,3,0,0,11
2,3460,11,13,0,21,61,2
2,3461,19,15,1,15,56,3
2,3462,17,3,18,30,44,16
2,3463,7,6,10,29,61,10
2,3464,22,3,14,8,32,14
2,3465,8,8,6,19,56,4
2,3466,1,3,15,11,32,14
2,3467,1,8,4,18,56,4
2,3468,22,0,8,23,61,9
2,3469,16,14,14,28,49,6
2,3470,16,1,16,16,24,14
2,3471,12,6,2,15,49,6
2,3472,4,15,13,31,49,6
2,3473,19,0,15,28,49,16
2,3474,8,4,7,13,38,8
2,3475,4,6,9,3,30,15
2,3476,15,5,10,13,38,8
2,3477,11,10,8,27,30,13
2,3478,20,7,9,31,61,10
2,3479,21,2,14,11,32,14
2,3480,0,2,17,17,24,14
2,3481,16,8,6,5,56,15
2,3482,22,8,6,3,56,15
2,3483,17,5,3,15,49,6
2,3484,3,6,3,3,0,11
2,3485,14,7,6,2,49,15
2,3486,17,8,6,3,56,15
2,3487,12,8,7,18,56,4
2,3488,16,10,7,31,69,0
2,3489,20,4,3,2,0,11
2,3490,0,5,19,23,61,1
2,3491,3,8,6,0,56,15
2,3492,10,6,4,26,49,6
2,3493,15,2,16,31,44,16
2,3494,12,13,8,20,49,6
2,3495,18,3,17,31,44,16
2,3496,7,5,10,14,38,8
2,3497,9,5,9,3,30,15
2,3498,10,2,19,30,44,16
2,3499,2,7,16,22,61,1
2,3500,22,12,1,1,8,5
2,3501,7,3,14,8,32,14
2,3502,4,13,2,20,61,2
2,3503,15,3,4,16,34,8
2,3504,12,8,3,29,49,6
2,3505,15,0,14,29,49,6
2,3506,12,0,1,22,34,12
2,3507,5,0,1,25,34,12
2,3508,10,12,9,22,49,6
2,3509,20,7,10,30,61,10
2,3510,21,9,6,3,56,15
2,3511,4,11,4,18,56,4
2,3512,17,7,7,13,38,8
2,3513,1,7,16,22,61,1
2,3514,2,3,15,11,32,14
2,3515,12,6,8,30,61,10
2,3516,8,1,17,17,24,14
2,3517,18,10,15,22,49,6
2,3518,13,12,2,23,61,2
2,3519,18,3,12,4,24,14
2,3520,18,4,11,12,38,8
2,3521,2,0,19,28,44,16
2,3522,10,9,7,0,56,15
2,3523,11,13,2,20,61,2
2,3524,6,13,2,20,61,2
2,3525,6,1,16,16,24,14
2,3526,8,12,1,1,8,5
2,3527,2,14,3,12,56,3
2,3528,20,13,0,21,61,2
2,3529,13,3,13,5,24,14
2,3530,8,4,11,12,38,8
2,3531,1,8,2,31,49,6
2,3532,20,3,19,31,44,16
2,3533,17,0,9,21,61,9
2,3534,22,14,8,19,49,6
2,3535,0,2,5,16,34,8
2,3536,11,11,6,29,69,0
2,3537,1,11,7,29,69,0
2,3538,19,0,15,29,49,16
2,3539,11,8,6,1,56,15
2,3540,14,8,7,18,56,4
2,3541,6,14,1,0,8,5
2,3542,7,3,18,30,44,16
2,3543,13,1,18,28,44,16
2,3544,2,11,11,27,30,13
2,3545,0,7,10,31,61,10
2,3546,10,3,16,16,24,14
2,3547,0,4,6,12,38,8
2,3548,8,14,14,29,49,6
2,3549,11,1,8,23,61,9
2,3550,22,4,10,12,38,8
2,3551,11,5,11,14,38,8
2,3552,7,1,11,11,32,14
2,3553,0,5,14,8,38,8
2,3554,5,7,3,3,0,11
